id,group_id,message,voice,per,message_group
45,"100,044",いいライバル関係になりそうですね,1004201,100,0
59,"100,059",まだこれからですよ\n頑張ってほしいですね！,1004601|1004602,100,0
60,"100,059",ちょっと厳しい位置ですが\nここからの巻き返しに期待です,1004603|1004604,100,0
61,"100,059",まだこれからですよ\nここからの巻き返しに期待です,1004601|1004604,100,0
62,"100,059",ちょっと厳しい位置ですが\n頑張ってほしいですね！,1004603|1004602,100,0
67,"100,066",互いに牽制しあっていますからね\n仕掛けるタイミングで\n明暗が分かれそうです,1004801,100,0
68,"100,067",緊張感のあるいい展開ですね\nただ、ペース配分には\n気を付けたいところでしょうか,1004901,100,0
70,"100,069",これは大胆な作戦！\n完全に予想外でした！,1005003|1005004,100,0
72,"100,069",これは大胆な作戦！\n波乱の展開になりそうです！,1005003|1005002,100,0
73,"100,072",%h_rank1、\n彼女の脚質にはあっていますね,%h_rank1|1005101,100,0
75,"100,074",この位置なら周囲の様子をうかがえます\n冷静にレースを進めてますね,1005301,100,0
76,"100,075",これはきっと作戦でしょう\n彼女には爆発的な末脚があります！,1005401,100,0
78,"100,077",最近、近くの神社への\n恋愛祈願が流行っているらしいですよ,1005601,100,0
79,"100,078",バ場状態を確認しながら走っている感じですね\nまだ本気ではないですよ,1005701,100,0
84,"100,083",ちょっと掛かり気味かもしれないです\nひと息つけるといいですが,1005901|1005902,100,0
85,"100,083",掛かってしまっているかもしれません\n息を入れるタイミングがあればいいですが,1005903|1005904,100,0
86,"100,083",ちょっと掛かり気味かもしれないです\n息を入れるタイミングがあればいいですが,1005901|1005904,100,0
87,"100,083",掛かってしまっているかもしれません\nひと息つけるといいですが,1005903|1005902,100,0
88,"100,087",ちょっと苦しいが大丈夫\nここからが彼女の実力の見せどころです！,1006001,100,0
89,"100,088",これだけ密集していると\nまぎれがありそうですね,1006101,100,0
90,"100,089",仕掛けどころの難しいレースになりそうですね,1006201,100,0
121,"100,120",焦っているみたいですね\n前との距離が気になるのでしょうか,2008701,100,0
222,"100,221",勝負所、最後の直線へと駆けていきます！,1017601,100,0
256,"100,276",ちょっと前に出ましたね,2021001,100,0
"1,040","100,000",充分に実力を出せるレースとなりそうですね,1008201,100,0
"1,041","100,000",各ウマ娘の好走が期待できます,1008301,100,0
"1,042","100,001",バ場が乾いていますから\n力のいるレースになりそうですね,1008401,100,0
"1,043","100,001",ダート巧者の実力が\n遺憾なく発揮できそうですね,1008501,100,0
"1,044","100,021",このふたりのレース運びに注目ですね,1008601,100,0
"1,045","100,021",ふたりのペースに\n後続がどう対応するか注目です,1008701,100,0
"1,046","100,025",これは位置取りが熾烈になりそうですね,1008801,100,0
"1,047","100,025",誰が先頭に抜け出すか、注目しましょう,1008901,100,0
"1,050","100,044",ふたりがレースを作りそうですね,1009301,100,0
"1,051","100,044",ハイペースで流れる展開もありえますね,1009401,100,0
"1,052","100,075",直線勝負に賭けているんでしょう\n終盤に期待です！,1009501,100,0
"1,053","100,088",前に抜け出すのは容易じゃなさそうです,1009601,100,0
"1,054","100,088",お互いに牽制し合っているようですね,1009701,100,0
"1,055","100,089",各自、自分のペースを保っているようですね,1009801,100,0
"1,056","100,089",後方のウマ娘が差し返せるのか\n気になる開きです,1009901,100,0
"1,057","100,221",内からくるか、外からくるか！\n最後の局面です！,1010001,100,0
"1,058","100,221",ウマ娘たちがどう動くか\n目が離せません！,1010101,100,0
"1,059","100,221",ここからスパート！\n一気にレースが動きます！,1010201,100,0
"1,060","100,276",スタミナを切らさないか心配です,1010301,100,0
"1,061","100,276",冷静さを取り戻せるといいのですが,1010401,100,0
"1,062","112,592",これだけ密集していると\nまぎれがありそうですね,1006101,100,0
"1,063","112,592",前に抜け出すのは容易じゃなさそうです,1009601,100,0
"2,001","150,001",ダート界のスター誕生を期待したいですね,1,100,0
"2,002","150,002",春のスプリント王候補筆頭はズバリこの娘ですね,2,100,0
"2,003","150,003",春の三冠?第一戦目を制して\n実力を証明してほしいですね,3,100,0
"2,004","150,004",トリプルティアラの一冠目を制して\nみごと桜の女王となってほしいですね,4,100,0
"2,005","150,005",クラシック三冠の一冠目を制する\n最も「はやい」ウマ娘は彼女かもしれませんね,5,100,0
"2,006","150,006",現役最強の実力を見せつけて\n春の盾を手にしてほしいですね,6,100,0
"2,007","150,007",新緑の府中で新生マイル王の座を\n手にしてほしいですね,7,100,0
"2,008","150,008",勝利の女神をあっと言わせる走りを\n見せてほしいですね,8,100,0
"2,009","150,009",トリプルティアラの二冠目\n樫の女王の栄冠を勝ち取ってほしいですね,9,100,0
"2,010","150,010",みごと勝利してダービーウマ娘の\n夢を掴んでほしいですね,10,100,0
"2,011","150,011",そのスピードを見せつけて\n春のマイル王に輝いてほしいですね,11,100,0
"2,012","150,012",もっとも多くのファンの夢を背負っていますから\nみごとグランプリウマ娘に輝いてほしいですね,12,100,0
"2,013","150,013",人気に応えて秋のスプリント王者の座を\n掴んでほしいですね,13,100,0
"2,014","150,014",トリプルティアラの三冠目\nその素晴らしい走りを開花させてほしいですね,14,100,0
"2,015","150,015",クラシック三冠路線の終着点\nここを勝って世代最強を証明してほしいですね,15,100,0
"2,016","150,016",中距離路線の頂点に立つ走りで\n秋の盾を手にしてほしいですね,16,100,0
"2,017","150,017",女王の栄冠を掴むだけの\n実力は充分に持っていますよ,17,100,0
"2,018","150,018",現役屈指のスピードで\n最強のマイル王に輝いてほしいですね,18,100,0
"2,019","150,019",日本を代表する圧巻の走りを\n見せつけてほしいですね,19,100,0
"2,020","150,020",ダート最強の走りで\nみごとチャンピオンに輝いてほしいですね,20,100,0
"2,021","150,021",来年のティアラ路線に向けて\n新たな女王の誕生を期待したいですね,21,100,0
"2,022","150,022",来年のクラシック路線を見据えて\n力を示してほしいですね,22,100,0
"2,023","150,023",今年最後の大一番で名実ともに\n最強のグランプリウマ娘となってほしいですね,23,100,0
"2,024","150,024",クラシック路線につながる\n大きな一歩を踏み出してほしいですね,24,100,0
"2,025","150,025",上半期ダート路線の総決算\n王者にふさわしい走りを見せてほしいですね,25,100,0
"2,026","150,026",ここ大井で、ダート界の新星誕生を期待したいですね,26,100,0
"2,027","150,027",ダート界のヒロインとして輝く\n素晴らしい走りを見せてほしいですね,27,100,0
"2,028","150,028",ダート界最速ウマ娘の実力を\n見せつけてほしいですね,28,100,0
"2,029","150,029",ダート路線最強の実力をここで証明してほしいですね,29,100,0
"2,030","150,030",暮れの大井で今年のダート路線を締めくくる\n走りを期待したいですね,30,100,0
"2,031","150,031",これ以上ない仕上がりですね,31,100,0
"2,032","150,032",いい感じに気合いが乗っていますね,32,100,0
"2,033","150,033",まずまずの仕上がりですね,33,100,0
"2,034","150,034",ちょっと元気がないですね,34,100,0
"2,035","150,035",レースに気持ちが向いていないですね,35,100,0
"2,036","150,036",芝のコースで力を十分発揮できそうですね,36,100,0
"2,037","150,037",ダートでパワフルな走りが期待できますね,37,100,0
"2,038","150,038",芝で本領を発揮できるかどうかちょっと不安ですね,38,100,0
"2,039","150,039",ダートコースはこの娘にとってはどうでしょうか,39,100,0
"2,040","150,040",この娘の持久力を見せつけるには絶好の舞台ですよ,40,100,0
"2,041","150,041",王道の距離で好走が期待できますね,41,100,0
"2,042","150,042",相性抜群のマイルで\n素晴らしい走りを期待したいですね,42,100,0
"2,043","150,043",短距離戦にぴったりの瞬発力がこの娘の持ち味ですよ,43,100,0
"2,044","150,044",この娘にとっては過酷な距離のレースですね,44,100,0
"2,045","150,045",中距離レースの流れに上手く乗れるかどうか不安です,45,100,0
"2,046","150,046",マイルのペースが合うかどうか心配ですね,46,100,0
"2,047","150,047",短距離の忙しい展開がこの娘に合うでしょうか,47,100,0
"2,048","150,048",後方からの豪快な追い込みを見せてほしいですね,48,100,0
"2,049","150,049",この娘の鋭い差し脚が炸裂するか、期待しましょう,49,100,0
"2,050","150,050",前目につける先行策で勝利をつかんでほしいですね,50,100,0
"2,051","150,051",逃げを打って\nこの娘のペースに持ち込めれば強いですよ,51,100,0
"2,052","150,052",後方待機策だとちょっと届かないかもしれないですね,52,100,0
"2,053","150,053",スパっと切れる差し脚がないので\nこの作戦はどうでしょうか,53,100,0
"2,054","150,054",前でレースをするのが上手な娘ではないので\n少し不安ですね,54,100,0
"2,055","150,055",ハナを切って\n冷静にレースを運べるかどうか、心配です,55,100,0
"2,056","150,056",実力は完全に上位ですね\n貫禄すら感じてしまいます,56,100,0
"2,057","150,057",人気と実力を兼ね備えた、私イチオシのウマ娘ですね,57,100,0
"2,058","150,058",パドックでも注目を集める素晴らしい仕上がりですね,58,100,0
"2,059","150,059",1番人気こそ譲りましたが、素質は負けていませんよ,59,100,0
"2,060","150,060",素晴らしい雰囲気を感じる\n私イチオシのウマ娘ですね,60,100,0
"2,061","150,061",1番人気に負けず劣らずいい仕上がりですね,61,100,0
"2,062","150,062",3番人気ではありますが\n逆転を狙える能力を持っていますよ,62,100,0
"2,063","150,063",キラリと光るものを持っている\n私イチオシのウマ娘ですね,63,100,0
"2,064","150,064",このメンバーの中でも見劣りしない仕上がりですね,64,100,0
"2,065","150,065",ライバルたちは強力ですが、好走を期待したいですね,65,100,0
"2,066","150,066",ちょっと厳しいメンバーですが\n健闘を期待したいですね,66,100,0
"2,067","150,067",結果を残すのは難しいかもしれませんが\n経験を糧にしてほしいですね,67,100,0
"2,068","150,068",トップスピード?瞬発力ともに\nいいモノを持っていますね,68,100,0
"2,069","150,069",一生懸命走るのですが\nもう少しスピード感と力強さが欲しいところですね,69,100,0
"2,070","150,070",長くいい脚を使える持久力がこの娘の魅力ですね,70,100,0
"2,071","150,071",推進力と持続力の両立がこの娘の課題ですね,71,100,0
"2,072","150,072",最後の直線での粘り強さには\n目を見張るものがありますね,72,100,0
"2,073","150,073",道中のペース配分に気を付けたいですね\nメンタル面の成長が欲しいです,73,100,0
"9,000","900,000",%h_rank1、%h_rank_l1、%h_rank_no1、%h_rank_to1、%h_rank_ta1、%h_rank_a1,%h_rank1|%w_0.2|%h_rank_l1|%w_0.2|%h_rank_no1|%w_0.2|%h_rank_to1|%w_0.2|%h_rank_ta1|%w_0.2|%h_rank_a1,100,0
"9,001","900,001",%h_rank2、%h_rank_l2、%h_rank_no2、%h_rank_to2、%h_rank_ta2、%h_rank_a2,%h_rank2|%w_0.2|%h_rank_l2|%w_0.2|%h_rank_no2|%w_0.2|%h_rank_to2|%w_0.2|%h_rank_ta2|%w_0.2|%h_rank_a2,100,0
"9,002","900,002",%h_rank3、%h_rank_l3、%h_rank_no3、%h_rank_to3、%h_rank_ta3、%h_rank_a3,%h_rank3|%w_0.2|%h_rank_l3|%w_0.2|%h_rank_no3|%w_0.2|%h_rank_to3|%w_0.2|%h_rank_ta3|%w_0.2|%h_rank_a3,100,0
"9,003","900,003",%h_rank4、%h_rank_l4、%h_rank_no4、%h_rank_to4、%h_rank_ta4、%h_rank_a4,%h_rank4|%w_0.2|%h_rank_l4|%w_0.2|%h_rank_no4|%w_0.2|%h_rank_to4|%w_0.2|%h_rank_ta4|%w_0.2|%h_rank_a4,100,0
"9,004","900,004",%h_rank5、%h_rank_l5、%h_rank_no5、%h_rank_to5、%h_rank_ta5、%h_rank_a5,%h_rank5|%w_0.2|%h_rank_l5|%w_0.2|%h_rank_no5|%w_0.2|%h_rank_to5|%w_0.2|%h_rank_ta5|%w_0.2|%h_rank_a5,100,0
"9,005","900,005",%h_rank6、%h_rank_l6、%h_rank_no6、%h_rank_to6、%h_rank_ta6、%h_rank_a6,%h_rank6|%w_0.2|%h_rank_l6|%w_0.2|%h_rank_no6|%w_0.2|%h_rank_to6|%w_0.2|%h_rank_ta6|%w_0.2|%h_rank_a6,100,0
"9,006","900,006",%h_rank7、%h_rank_l7、%h_rank_no7、%h_rank_to7、%h_rank_ta7、%h_rank_a7,%h_rank7|%w_0.2|%h_rank_l7|%w_0.2|%h_rank_no7|%w_0.2|%h_rank_to7|%w_0.2|%h_rank_ta7|%w_0.2|%h_rank_a7,100,0
"9,007","900,007",%h_rank8、%h_rank_l8、%h_rank_no8、%h_rank_to8、%h_rank_ta8、%h_rank_a8,%h_rank8|%w_0.2|%h_rank_l8|%w_0.2|%h_rank_no8|%w_0.2|%h_rank_to8|%w_0.2|%h_rank_ta8|%w_0.2|%h_rank_a8,100,0
"9,008","900,008",%h_rank9、%h_rank_l9、%h_rank_no9、%h_rank_to9、%h_rank_ta9、%h_rank_a9,%h_rank9|%w_0.2|%h_rank_l9|%w_0.2|%h_rank_no9|%w_0.2|%h_rank_to9|%w_0.2|%h_rank_ta9|%w_0.2|%h_rank_a9,100,0
"9,009","900,009",%h_rank10、%h_rank_l10、%h_rank_no10、%h_rank_to10、%h_rank_ta10、%h_rank_a10,%h_rank10|%w_0.2|%h_rank_l10|%w_0.2|%h_rank_no10|%w_0.2|%h_rank_to10|%w_0.2|%h_rank_ta10|%w_0.2|%h_rank_a10,100,0
"9,010","900,010",%h_rank11、%h_rank_l11、%h_rank_no11、%h_rank_to11、%h_rank_ta11、%h_rank_a11,%h_rank11|%w_0.2|%h_rank_l11|%w_0.2|%h_rank_no11|%w_0.2|%h_rank_to11|%w_0.2|%h_rank_ta11|%w_0.2|%h_rank_a11,100,0
"9,011","900,011",%h_rank12、%h_rank_l12、%h_rank_no12、%h_rank_to12、%h_rank_ta12、%h_rank_a12,%h_rank12|%w_0.2|%h_rank_l12|%w_0.2|%h_rank_no12|%w_0.2|%h_rank_to12|%w_0.2|%h_rank_ta12|%w_0.2|%h_rank_a12,100,0
"9,012","900,012",%h_rank13、%h_rank_l13、%h_rank_no13、%h_rank_to13、%h_rank_ta13、%h_rank_a13,%h_rank13|%w_0.2|%h_rank_l13|%w_0.2|%h_rank_no13|%w_0.2|%h_rank_to13|%w_0.2|%h_rank_ta13|%w_0.2|%h_rank_a13,100,0
"9,013","900,013",%h_rank14、%h_rank_l14、%h_rank_no14、%h_rank_to14、%h_rank_ta14、%h_rank_a14,%h_rank14|%w_0.2|%h_rank_l14|%w_0.2|%h_rank_no14|%w_0.2|%h_rank_to14|%w_0.2|%h_rank_ta14|%w_0.2|%h_rank_a14,100,0
"9,014","900,014",%h_rank15、%h_rank_l15、%h_rank_no15、%h_rank_to15、%h_rank_ta15、%h_rank_a15,%h_rank15|%w_0.2|%h_rank_l15|%w_0.2|%h_rank_no15|%w_0.2|%h_rank_to15|%w_0.2|%h_rank_ta15|%w_0.2|%h_rank_a15,100,0
"9,015","900,015",%h_rank16、%h_rank_l16、%h_rank_no16、%h_rank_to16、%h_rank_ta16、%h_rank_a16,%h_rank16|%w_0.2|%h_rank_l16|%w_0.2|%h_rank_no16|%w_0.2|%h_rank_to16|%w_0.2|%h_rank_ta16|%w_0.2|%h_rank_a16,100,0
"9,016","900,016",%h_rank17、%h_rank_l17、%h_rank_no17、%h_rank_to17、%h_rank_ta17、%h_rank_a17,%h_rank17|%w_0.2|%h_rank_l17|%w_0.2|%h_rank_no17|%w_0.2|%h_rank_to17|%w_0.2|%h_rank_ta17|%w_0.2|%h_rank_a17,100,0
"9,017","900,017",%h_rank18、%h_rank_l18、%h_rank_no18、%h_rank_to18、%h_rank_ta18、%h_rank_a18,%h_rank18|%w_0.2|%h_rank_l18|%w_0.2|%h_rank_no18|%w_0.2|%h_rank_to18|%w_0.2|%h_rank_ta18|%w_0.2|%h_rank_a18,100,0
"9,018","900,018",%h_rank1、%h_rank_no1、%h_rank_to1、%h_rank_ta1、%h_rank_a1,%h_rank1|%w_0.2|%h_rank_no1|%w_0.2|%h_rank_to1|%w_0.2|%h_rank_ta1|%w_0.2|%h_rank_a1,100,0
"9,019","900,019",%h_rank2、%h_rank_no2、%h_rank_to2、%h_rank_ta2、%h_rank_a2,%h_rank2|%w_0.2|%h_rank_no2|%w_0.2|%h_rank_to2|%w_0.2|%h_rank_ta2|%w_0.2|%h_rank_a2,100,0
"9,020","900,020",%h_rank3、%h_rank_no3、%h_rank_to3、%h_rank_ta3、%h_rank_a3,%h_rank3|%w_0.2|%h_rank_no3|%w_0.2|%h_rank_to3|%w_0.2|%h_rank_ta3|%w_0.2|%h_rank_a3,100,0
"9,021","900,021",%h_rank4、%h_rank_no4、%h_rank_to4、%h_rank_ta4、%h_rank_a4,%h_rank4|%w_0.2|%h_rank_no4|%w_0.2|%h_rank_to4|%w_0.2|%h_rank_ta4|%w_0.2|%h_rank_a4,100,0
"9,022","900,022",%h_rank5、%h_rank_no5、%h_rank_to5、%h_rank_ta5、%h_rank_a5,%h_rank5|%w_0.2|%h_rank_no5|%w_0.2|%h_rank_to5|%w_0.2|%h_rank_ta5|%w_0.2|%h_rank_a5,100,0
"9,023","900,023",%h_rank6、%h_rank_no6、%h_rank_to6、%h_rank_ta6、%h_rank_a6,%h_rank6|%w_0.2|%h_rank_no6|%w_0.2|%h_rank_to6|%w_0.2|%h_rank_ta6|%w_0.2|%h_rank_a6,100,0
"9,024","900,024",%h_rank7、%h_rank_no7、%h_rank_to7、%h_rank_ta7、%h_rank_a7,%h_rank7|%w_0.2|%h_rank_no7|%w_0.2|%h_rank_to7|%w_0.2|%h_rank_ta7|%w_0.2|%h_rank_a7,100,0
"9,025","900,025",%h_rank8、%h_rank_no8、%h_rank_to8、%h_rank_ta8、%h_rank_a8,%h_rank8|%w_0.2|%h_rank_no8|%w_0.2|%h_rank_to8|%w_0.2|%h_rank_ta8|%w_0.2|%h_rank_a8,100,0
"9,026","900,026",%h_rank9、%h_rank_no9、%h_rank_to9、%h_rank_ta9、%h_rank_a9,%h_rank9|%w_0.2|%h_rank_no9|%w_0.2|%h_rank_to9|%w_0.2|%h_rank_ta9|%w_0.2|%h_rank_a9,100,0
"9,027","900,027",%h_rank10、%h_rank_no10、%h_rank_to10、%h_rank_ta10、%h_rank_a10,%h_rank10|%w_0.2|%h_rank_no10|%w_0.2|%h_rank_to10|%w_0.2|%h_rank_ta10|%w_0.2|%h_rank_a10,100,0
"9,028","900,028",%h_rank11、%h_rank_no11、%h_rank_to11、%h_rank_ta11、%h_rank_a11,%h_rank11|%w_0.2|%h_rank_no11|%w_0.2|%h_rank_to11|%w_0.2|%h_rank_ta11|%w_0.2|%h_rank_a11,100,0
"9,029","900,029",%h_rank12、%h_rank_no12、%h_rank_to12、%h_rank_ta12、%h_rank_a12,%h_rank12|%w_0.2|%h_rank_no12|%w_0.2|%h_rank_to12|%w_0.2|%h_rank_ta12|%w_0.2|%h_rank_a12,100,0
"9,030","900,030",%h_rank13、%h_rank_no13、%h_rank_to13、%h_rank_ta13、%h_rank_a13,%h_rank13|%w_0.2|%h_rank_no13|%w_0.2|%h_rank_to13|%w_0.2|%h_rank_ta13|%w_0.2|%h_rank_a13,100,0
"9,031","900,031",%h_rank14、%h_rank_no14、%h_rank_to14、%h_rank_ta14、%h_rank_a14,%h_rank14|%w_0.2|%h_rank_no14|%w_0.2|%h_rank_to14|%w_0.2|%h_rank_ta14|%w_0.2|%h_rank_a14,100,0
"9,032","900,032",%h_rank15、%h_rank_no15、%h_rank_to15、%h_rank_ta15、%h_rank_a15,%h_rank15|%w_0.2|%h_rank_no15|%w_0.2|%h_rank_to15|%w_0.2|%h_rank_ta15|%w_0.2|%h_rank_a15,100,0
"9,033","900,033",%h_rank16、%h_rank_no16、%h_rank_to16、%h_rank_ta16、%h_rank_a16,%h_rank16|%w_0.2|%h_rank_no16|%w_0.2|%h_rank_to16|%w_0.2|%h_rank_ta16|%w_0.2|%h_rank_a16,100,0
"9,034","900,034",%h_rank17、%h_rank_no17、%h_rank_to17、%h_rank_ta17、%h_rank_a17,%h_rank17|%w_0.2|%h_rank_no17|%w_0.2|%h_rank_to17|%w_0.2|%h_rank_ta17|%w_0.2|%h_rank_a17,100,0
"9,035","900,035",%h_rank18、%h_rank_no18、%h_rank_to18、%h_rank_ta18、%h_rank_a18,%h_rank18|%w_0.2|%h_rank_no18|%w_0.2|%h_rank_to18|%w_0.2|%h_rank_ta18|%w_0.2|%h_rank_a18,100,0
